outcome,domain,subgroup,year,aamr
Colorectal Cancer,Census Region,Northeast,2013,22.104
Colorectal Cancer,Census Region,Northeast,2014,21.571
Colorectal Cancer,Census Region,Northeast,2015,21.05
Colorectal Cancer,Census Region,Northeast,2016,20.542
Colorectal Cancer,Census Region,Northeast,2017,20.046
Colorectal Cancer,Census Region,Northeast,2018,19.562
Colorectal Cancer,Census Region,Northeast,2019,19.089
Colorectal Cancer,Census Region,Northeast,2020,18.628
Colorectal Cancer,Census Region,Northeast,2021,18.178
Colorectal Cancer,Census Region,Northeast,2022,17.739
Colorectal Cancer,Census Region,Northeast,2023,17.31
Liver Metastasis,Census Region,Northeast,1999,3.53
Liver Metastasis,Census Region,Northeast,2000,3.21
Liver Metastasis,Census Region,Northeast,2001,2.919
Liver Metastasis,Census Region,Northeast,2002,2.655
Liver Metastasis,Census Region,Northeast,2003,2.414
Liver Metastasis,Census Region,Northeast,2004,2.196
Liver Metastasis,Census Region,Northeast,2005,1.997
Liver Metastasis,Census Region,Northeast,2006,1.816
Liver Metastasis,Census Region,Northeast,2007,1.651
Liver Metastasis,Census Region,Northeast,2008,1.501
Liver Metastasis,Census Region,Northeast,2009,1.365
Liver Metastasis,Census Region,Northeast,2010,1.242
Liver Metastasis,Census Region,Northeast,2011,1.255
Liver Metastasis,Census Region,Northeast,2012,1.269
Liver Metastasis,Census Region,Northeast,2013,1.283
Liver Metastasis,Census Region,Northeast,2014,1.297
Liver Metastasis,Census Region,Northeast,2015,1.311
Liver Metastasis,Census Region,Northeast,2016,1.325
Liver Metastasis,Census Region,Northeast,2017,1.34
Liver Metastasis,Census Region,Northeast,2018,1.354
Liver Metastasis,Census Region,Northeast,2019,1.369
Liver Metastasis,Census Region,Northeast,2020,1.384
Liver Metastasis,Census Region,Northeast,2021,1.399
Liver Metastasis,Census Region,Northeast,2022,1.415
Liver Metastasis,Census Region,Northeast,2023,1.43
Lung Metastasis,Census Region,Northeast,1999,1.38
Lung Metastasis,Census Region,Northeast,2000,1.317
Lung Metastasis,Census Region,Northeast,2001,1.257
Lung Metastasis,Census Region,Northeast,2002,1.199
Lung Metastasis,Census Region,Northeast,2003,1.144
Lung Metastasis,Census Region,Northeast,2004,1.092
Lung Metastasis,Census Region,Northeast,2005,1.042
Lung Metastasis,Census Region,Northeast,2006,0.994
Lung Metastasis,Census Region,Northeast,2007,0.949
Lung Metastasis,Census Region,Northeast,2008,0.905
Lung Metastasis,Census Region,Northeast,2009,0.864
Lung Metastasis,Census Region,Northeast,2010,0.824
Lung Metastasis,Census Region,Northeast,2011,0.828
Lung Metastasis,Census Region,Northeast,2012,0.833
Lung Metastasis,Census Region,Northeast,2013,0.837
Lung Metastasis,Census Region,Northeast,2014,0.841
Lung Metastasis,Census Region,Northeast,2015,0.845
Lung Metastasis,Census Region,Northeast,2016,0.85
Lung Metastasis,Census Region,Northeast,2017,0.854
Lung Metastasis,Census Region,Northeast,2018,0.858
Lung Metastasis,Census Region,Northeast,2019,0.863
Lung Metastasis,Census Region,Northeast,2020,0.867
Lung Metastasis,Census Region,Northeast,2021,0.871
Lung Metastasis,Census Region,Northeast,2022,0.876
Lung Metastasis,Census Region,Northeast,2023,0.88
Colorectal Cancer,Census Region,South,1999,31.33
Colorectal Cancer,Census Region,South,2000,30.602
Colorectal Cancer,Census Region,South,2001,29.89
Colorectal Cancer,Census Region,South,2002,29.196
Colorectal Cancer,Census Region,South,2003,28.517
Colorectal Cancer,Census Region,South,2004,27.854
Colorectal Cancer,Census Region,South,2005,27.206
Colorectal Cancer,Census Region,South,2006,26.574
Colorectal Cancer,Census Region,South,2007,25.956
Colorectal Cancer,Census Region,South,2008,25.352
Colorectal Cancer,Census Region,South,2009,24.763
Colorectal Cancer,Census Region,South,2010,24.187
Colorectal Cancer,Census Region,South,2011,23.624
Colorectal Cancer,Census Region,South,2012,23.075
Colorectal Cancer,Census Region,South,2013,22.737
Colorectal Cancer,Census Region,South,2014,22.404
Colorectal Cancer,Census Region,South,2015,22.075
Colorectal Cancer,Census Region,South,2016,21.752
Colorectal Cancer,Census Region,South,2017,21.433
Colorectal Cancer,Census Region,South,2018,21.119
Colorectal Cancer,Census Region,South,2019,20.81
Colorectal Cancer,Census Region,South,2020,20.505
Colorectal Cancer,Census Region,South,2021,20.711
Colorectal Cancer,Census Region,South,2022,20.919
Colorectal Cancer,Census Region,South,2023,21.13
Liver Metastasis,Census Region,South,1999,3.28
Liver Metastasis,Census Region,South,2000,3.039
Liver Metastasis,Census Region,South,2001,2.816
Liver Metastasis,Census Region,South,2002,2.61
Liver Metastasis,Census Region,South,2003,2.418
Liver Metastasis,Census Region,South,2004,2.241
Liver Metastasis,Census Region,South,2005,2.076
Liver Metastasis,Census Region,South,2006,1.924
Liver Metastasis,Census Region,South,2007,1.783
Liver Metastasis,Census Region,South,2008,1.763
Liver Metastasis,Census Region,South,2009,1.743
Liver Metastasis,Census Region,South,2010,1.724
Liver Metastasis,Census Region,South,2011,1.705
Liver Metastasis,Census Region,South,2012,1.686
Liver Metastasis,Census Region,South,2013,1.834
Liver Metastasis,Census Region,South,2014,1.995
Liver Metastasis,Census Region,South,2015,2.17
Liver Metastasis,Census Region,South,2016,2.36
Liver Metastasis,Census Region,South,2017,2.428
Liver Metastasis,Census Region,South,2018,2.498
Liver Metastasis,Census Region,South,2019,2.57
Liver Metastasis,Census Region,South,2020,2.644
Liver Metastasis,Census Region,South,2021,2.721
Liver Metastasis,Census Region,South,2022,2.799
Liver Metastasis,Census Region,South,2023,2.88
Lung Metastasis,Census Region,South,1999,1.41
Lung Metastasis,Census Region,South,2000,1.358
Lung Metastasis,Census Region,South,2001,1.309
Lung Metastasis,Census Region,South,2002,1.261
Lung Metastasis,Census Region,South,2003,1.214
Lung Metastasis,Census Region,South,2004,1.17
Lung Metastasis,Census Region,South,2005,1.127
Lung Metastasis,Census Region,South,2006,1.086
Lung Metastasis,Census Region,South,2007,1.046
Lung Metastasis,Census Region,South,2008,1.008
Lung Metastasis,Census Region,South,2009,1.017
Lung Metastasis,Census Region,South,2010,1.027
Lung Metastasis,Census Region,South,2011,1.037
Lung Metastasis,Census Region,South,2012,1.047
Lung Metastasis,Census Region,South,2013,1.057
Lung Metastasis,Census Region,South,2014,1.167
Lung Metastasis,Census Region,South,2015,1.288
Lung Metastasis,Census Region,South,2016,1.421
Lung Metastasis,Census Region,South,2017,1.46
Lung Metastasis,Census Region,South,2018,1.499
Lung Metastasis,Census Region,South,2019,1.539
Lung Metastasis,Census Region,South,2020,1.58
Lung Metastasis,Census Region,South,2021,1.622
Lung Metastasis,Census Region,South,2022,1.665
Lung Metastasis,Census Region,South,2023,1.71
Colorectal Cancer,Census Region,West,1999,27.79
Colorectal Cancer,Census Region,West,2000,27.168
Colorectal Cancer,Census Region,West,2001,26.561
Colorectal Cancer,Census Region,West,2002,25.966
Colorectal Cancer,Census Region,West,2003,25.385
Colorectal Cancer,Census Region,West,2004,24.818
Colorectal Cancer,Census Region,West,2005,24.262
Colorectal Cancer,Census Region,West,2006,23.72
Colorectal Cancer,Census Region,West,2007,23.189
Colorectal Cancer,Census Region,West,2008,22.67
Colorectal Cancer,Census Region,West,2009,22.163
Colorectal Cancer,Census Region,West,2010,21.667
Colorectal Cancer,Census Region,West,2011,21.182
Colorectal Cancer,Census Region,West,2012,20.709
Colorectal Cancer,Census Region,West,2013,20.245
Colorectal Cancer,Census Region,West,2014,19.792
Colorectal Cancer,Census Region,West,2015,19.35
Colorectal Cancer,Census Region,West,2016,18.917
Colorectal Cancer,Census Region,West,2017,18.494
Colorectal Cancer,Census Region,West,2018,18.08
Colorectal Cancer,Census Region,West,2019,18.126
Colorectal Cancer,Census Region,West,2020,18.172
Colorectal Cancer,Census Region,West,2021,18.218
Colorectal Cancer,Census Region,West,2022,18.264
Colorectal Cancer,Census Region,West,2023,18.31
Liver Metastasis,Census Region,West,1999,2.57
Liver Metastasis,Census Region,West,2000,2.383
Liver Metastasis,Census Region,West,2001,2.21
Liver Metastasis,Census Region,West,2002,2.05
Liver Metastasis,Census Region,West,2003,1.901
Liver Metastasis,Census Region,West,2004,1.763
Liver Metastasis,Census Region,West,2005,1.635
Liver Metastasis,Census Region,West,2006,1.516
Liver Metastasis,Census Region,West,2007,1.538
Liver Metastasis,Census Region,West,2008,1.56
Liver Metastasis,Census Region,West,2009,1.583
Liver Metastasis,Census Region,West,2010,1.605
Liver Metastasis,Census Region,West,2011,1.629
Liver Metastasis,Census Region,West,2012,1.652
Liver Metastasis,Census Region,West,2013,1.676
Liver Metastasis,Census Region,West,2014,1.7
Liver Metastasis,Census Region,West,2015,1.884
Liver Metastasis,Census Region,West,2016,2.088
Liver Metastasis,Census Region,West,2017,2.314
Liver Metastasis,Census Region,West,2018,2.343
Liver Metastasis,Census Region,West,2019,2.372
Liver Metastasis,Census Region,West,2020,2.401
Liver Metastasis,Census Region,West,2021,2.43
Liver Metastasis,Census Region,West,2022,2.46
Liver Metastasis,Census Region,West,2023,2.49
Lung Metastasis,Census Region,West,1999,1.25
Lung Metastasis,Census Region,West,2000,1.133
Lung Metastasis,Census Region,West,2001,1.027
Lung Metastasis,Census Region,West,2002,0.931
Lung Metastasis,Census Region,West,2003,0.844
Lung Metastasis,Census Region,West,2004,0.863
Lung Metastasis,Census Region,West,2005,0.883
Lung Metastasis,Census Region,West,2006,0.903
Lung Metastasis,Census Region,West,2007,0.924
Lung Metastasis,Census Region,West,2008,0.945
Lung Metastasis,Census Region,West,2009,0.967
Lung Metastasis,Census Region,West,2010,0.99
Lung Metastasis,Census Region,West,2011,1.012
Lung Metastasis,Census Region,West,2012,1.036
Lung Metastasis,Census Region,West,2013,1.06
Lung Metastasis,Census Region,West,2014,1.084
Lung Metastasis,Census Region,West,2015,1.218
Lung Metastasis,Census Region,West,2016,1.369
Lung Metastasis,Census Region,West,2017,1.538
Lung Metastasis,Census Region,West,2018,1.543
Lung Metastasis,Census Region,West,2019,1.549
Lung Metastasis,Census Region,West,2020,1.554
Lung Metastasis,Census Region,West,2021,1.559
Lung Metastasis,Census Region,West,2022,1.565
Lung Metastasis,Census Region,West,2023,1.57
Colorectal Cancer,Urbanization,Nonmetropolitan,1999,31.62
Colorectal Cancer,Urbanization,Nonmetropolitan,2000,30.839
Colorectal Cancer,Urbanization,Nonmetropolitan,2001,30.077
Colorectal Cancer,Urbanization,Nonmetropolitan,2002,29.334
Colorectal Cancer,Urbanization,Nonmetropolitan,2003,28.61
Colorectal Cancer,Urbanization,Nonmetropolitan,2004,27.903
Colorectal Cancer,Urbanization,Nonmetropolitan,2005,27.214
Colorectal Cancer,Urbanization,Nonmetropolitan,2006,26.542
Colorectal Cancer,Urbanization,Nonmetropolitan,2007,26.149
Colorectal Cancer,Urbanization,Nonmetropolitan,2008,25.762
Colorectal Cancer,Urbanization,Nonmetropolitan,2009,25.381
Colorectal Cancer,Urbanization,Nonmetropolitan,2010,25.005
Colorectal Cancer,Urbanization,Nonmetropolitan,2011,24.635
Colorectal Cancer,Urbanization,Nonmetropolitan,2012,24.27
Colorectal Cancer,Urbanization,Nonmetropolitan,2013,23.911
Colorectal Cancer,Urbanization,Nonmetropolitan,2014,23.557
Colorectal Cancer,Urbanization,Nonmetropolitan,2015,23.209
Colorectal Cancer,Urbanization,Nonmetropolitan,2016,22.865
Colorectal Cancer,Urbanization,Nonmetropolitan,2017,22.527
Colorectal Cancer,Urbanization,Nonmetropolitan,2018,22.193
Colorectal Cancer,Urbanization,Nonmetropolitan,2019,21.865
Colorectal Cancer,Urbanization,Nonmetropolitan,2020,21.541
Colorectal Cancer,Urbanization,Nonmetropolitan,2021,0.0
Colorectal Cancer,Urbanization,Nonmetropolitan,2022,0.0
Colorectal Cancer,Urbanization,Nonmetropolitan,2023,0.0
Liver Metastasis,Urbanization,Nonmetropolitan,1999,3.36
Liver Metastasis,Urbanization,Nonmetropolitan,2000,3.148
Liver Metastasis,Urbanization,Nonmetropolitan,2001,2.949
Liver Metastasis,Urbanization,Nonmetropolitan,2002,2.762
Liver Metastasis,Urbanization,Nonmetropolitan,2003,2.588
Liver Metastasis,Urbanization,Nonmetropolitan,2004,2.424
Liver Metastasis,Urbanization,Nonmetropolitan,2005,2.271
Liver Metastasis,Urbanization,Nonmetropolitan,2006,2.127
Liver Metastasis,Urbanization,Nonmetropolitan,2007,1.993
Liver Metastasis,Urbanization,Nonmetropolitan,2008,1.867
Liver Metastasis,Urbanization,Nonmetropolitan,2009,1.749
Liver Metastasis,Urbanization,Nonmetropolitan,2010,1.639
Liver Metastasis,Urbanization,Nonmetropolitan,2011,1.728
Liver Metastasis,Urbanization,Nonmetropolitan,2012,1.822
Liver Metastasis,Urbanization,Nonmetropolitan,2013,1.921
Liver Metastasis,Urbanization,Nonmetropolitan,2014,2.026
Liver Metastasis,Urbanization,Nonmetropolitan,2015,2.136
Liver Metastasis,Urbanization,Nonmetropolitan,2016,2.253
Liver Metastasis,Urbanization,Nonmetropolitan,2017,2.376
Liver Metastasis,Urbanization,Nonmetropolitan,2018,2.505
Liver Metastasis,Urbanization,Nonmetropolitan,2019,2.642
Liver Metastasis,Urbanization,Nonmetropolitan,2020,2.786
Liver Metastasis,Urbanization,Nonmetropolitan,2021,0.0
Liver Metastasis,Urbanization,Nonmetropolitan,2022,0.0
Liver Metastasis,Urbanization,Nonmetropolitan,2023,0.0
Lung Metastasis,Urbanization,Nonmetropolitan,1999,1.51
Lung Metastasis,Urbanization,Nonmetropolitan,2000,1.459
Lung Metastasis,Urbanization,Nonmetropolitan,2001,1.411
Lung Metastasis,Urbanization,Nonmetropolitan,2002,1.363
Lung Metastasis,Urbanization,Nonmetropolitan,2003,1.318
Lung Metastasis,Urbanization,Nonmetropolitan,2004,1.273
Lung Metastasis,Urbanization,Nonmetropolitan,2005,1.231
Lung Metastasis,Urbanization,Nonmetropolitan,2006,1.19
Lung Metastasis,Urbanization,Nonmetropolitan,2007,1.15
Lung Metastasis,Urbanization,Nonmetropolitan,2008,1.111
Lung Metastasis,Urbanization,Nonmetropolitan,2009,1.074
Lung Metastasis,Urbanization,Nonmetropolitan,2010,1.038
Lung Metastasis,Urbanization,Nonmetropolitan,2011,1.088
Lung Metastasis,Urbanization,Nonmetropolitan,2012,1.14
Lung Metastasis,Urbanization,Nonmetropolitan,2013,1.194
Lung Metastasis,Urbanization,Nonmetropolitan,2014,1.252
Lung Metastasis,Urbanization,Nonmetropolitan,2015,1.312
Lung Metastasis,Urbanization,Nonmetropolitan,2016,1.374
Lung Metastasis,Urbanization,Nonmetropolitan,2017,1.44
Lung Metastasis,Urbanization,Nonmetropolitan,2018,1.509
Lung Metastasis,Urbanization,Nonmetropolitan,2019,1.582
Lung Metastasis,Urbanization,Nonmetropolitan,2020,1.657
Lung Metastasis,Urbanization,Nonmetropolitan,2021,0.0
Lung Metastasis,Urbanization,Nonmetropolitan,2022,0.0
Lung Metastasis,Urbanization,Nonmetropolitan,2023,0.0
